invoice_id,subscription_id,customer_id,invoice_date,invoice_month,amount_due,amount_paid,payment_status,plan_name
INV001085,SUB00097,CUST0097,2023-06-01,2023-06,269.46,269.46,Paid,Growth
INV001086,SUB00097,CUST0097,2023-07-01,2023-07,269.46,269.46,Paid,Growth
INV001087,SUB00097,CUST0097,2023-08-01,2023-08,269.46,269.46,Paid,Growth
INV001088,SUB00097,CUST0097,2023-09-01,2023-09,269.46,269.46,Paid,Growth
INV001089,SUB00097,CUST0097,2023-10-01,2023-10,269.46,269.46,Paid,Growth
INV001090,SUB00097,CUST0097,2023-11-01,2023-11,269.46,0.0,Failed,Growth
INV001091,SUB00097,CUST0097,2023-12-01,2023-12,269.46,269.46,Paid,Growth
INV001092,SUB00097,CUST0097,2024-01-01,2024-01,269.46,269.46,Paid,Growth
INV001093,SUB00097,CUST0097,2024-02-01,2024-02,269.46,269.46,Paid,Growth
INV001094,SUB00097,CUST0097,2024-03-01,2024-03,269.46,269.46,Paid,Growth
INV001095,SUB00097,CUST0097,2024-04-01,2024-04,269.46,269.46,Paid,Growth
INV001096,SUB00097,CUST0097,2024-05-01,2024-05,269.46,269.46,Paid,Growth
INV001097,SUB00097,CUST0097,2024-06-01,2024-06,269.46,269.46,Late,Growth
INV001098,SUB00097,CUST0097,2024-07-01,2024-07,269.46,269.46,Paid,Growth
INV001099,SUB00097,CUST0097,2024-08-01,2024-08,269.46,269.46,Paid,Growth
INV001100,SUB00097,CUST0097,2024-09-01,2024-09,269.46,269.46,Paid,Growth
INV001101,SUB00097,CUST0097,2024-10-01,2024-10,269.46,269.46,Paid,Growth
INV001102,SUB00097,CUST0097,2024-11-01,2024-11,269.46,269.46,Paid,Growth
INV001103,SUB00097,CUST0097,2024-12-01,2024-12,269.46,269.46,Paid,Growth
INV001104,SUB00098,CUST0098,2023-11-01,2023-11,96.15,96.15,Late,Starter
INV001105,SUB00098,CUST0098,2023-12-01,2023-12,96.15,96.15,Paid,Starter
INV001106,SUB00098,CUST0098,2024-01-01,2024-01,96.15,96.15,Paid,Starter
INV001107,SUB00098,CUST0098,2024-02-01,2024-02,96.15,96.15,Paid,Starter
INV001108,SUB00098,CUST0098,2024-03-01,2024-03,96.15,96.15,Late,Starter
INV001109,SUB00098,CUST0098,2024-04-01,2024-04,96.15,96.15,Paid,Starter
INV001110,SUB00098,CUST0098,2024-05-01,2024-05,96.15,96.15,Paid,Starter
INV001111,SUB00098,CUST0098,2024-06-01,2024-06,96.15,96.15,Paid,Starter
INV001112,SUB00098,CUST0098,2024-07-01,2024-07,96.15,96.15,Paid,Starter
INV001113,SUB00098,CUST0098,2024-08-01,2024-08,96.15,96.15,Paid,Starter
INV001114,SUB00098,CUST0098,2024-09-01,2024-09,96.15,96.15,Paid,Starter
INV001115,SUB00098,CUST0098,2024-10-01,2024-10,96.15,96.15,Paid,Starter
INV001116,SUB00098,CUST0098,2024-11-01,2024-11,96.15,96.15,Paid,Starter
INV001117,SUB00098,CUST0098,2024-12-01,2024-12,96.15,96.15,Paid,Starter
INV001118,SUB00099,CUST0099,2023-08-01,2023-08,290.33,290.33,Paid,Growth
INV001119,SUB00099,CUST0099,2023-09-01,2023-09,290.33,290.33,Paid,Growth
INV001120,SUB00099,CUST0099,2023-10-01,2023-10,290.33,290.33,Paid,Growth
INV001121,SUB00099,CUST0099,2023-11-01,2023-11,290.33,290.33,Paid,Growth
INV001122,SUB00099,CUST0099,2023-12-01,2023-12,290.33,290.33,Paid,Growth
INV001123,SUB00099,CUST0099,2024-01-01,2024-01,290.33,290.33,Paid,Growth
INV001124,SUB00099,CUST0099,2024-02-01,2024-02,290.33,290.33,Paid,Growth
INV001125,SUB00099,CUST0099,2024-03-01,2024-03,290.33,290.33,Paid,Growth
INV001126,SUB00099,CUST0099,2024-04-01,2024-04,290.33,290.33,Paid,Growth
INV001127,SUB00099,CUST0099,2024-05-01,2024-05,290.33,290.33,Paid,Growth
INV001128,SUB00099,CUST0099,2024-06-01,2024-06,290.33,290.33,Paid,Growth
INV001129,SUB00099,CUST0099,2024-07-01,2024-07,290.33,290.33,Paid,Growth
INV001130,SUB00099,CUST0099,2024-08-01,2024-08,290.33,290.33,Paid,Growth
INV001131,SUB00099,CUST0099,2024-09-01,2024-09,290.33,290.33,Paid,Growth
INV001132,SUB00099,CUST0099,2024-10-01,2024-10,290.33,290.33,Paid,Growth
INV001133,SUB00099,CUST0099,2024-11-01,2024-11,290.33,290.33,Paid,Growth
INV001134,SUB00099,CUST0099,2024-12-01,2024-12,290.33,290.33,Paid,Growth
INV001135,SUB00100,CUST0100,2024-12-01,2024-12,104.0,104.0,Paid,Starter
INV001136,SUB00101,CUST0101,2024-07-01,2024-07,300.12,300.12,Paid,Growth
INV001137,SUB00101,CUST0101,2024-08-01,2024-08,300.12,300.12,Late,Growth
INV001138,SUB00101,CUST0101,2024-09-01,2024-09,300.12,300.12,Paid,Growth
INV001139,SUB00101,CUST0101,2024-10-01,2024-10,300.12,300.12,Paid,Growth
INV001140,SUB00101,CUST0101,2024-11-01,2024-11,300.12,300.12,Paid,Growth
INV001141,SUB00101,CUST0101,2024-12-01,2024-12,300.12,300.12,Paid,Growth
INV001142,SUB00102,CUST0102,2024-05-01,2024-05,813.16,813.16,Paid,Business
INV001143,SUB00102,CUST0102,2024-06-01,2024-06,813.16,813.16,Paid,Business
INV001144,SUB00102,CUST0102,2024-07-01,2024-07,813.16,813.16,Late,Business
INV001145,SUB00102,CUST0102,2024-08-01,2024-08,813.16,813.16,Paid,Business
INV001146,SUB00102,CUST0102,2024-09-01,2024-09,813.16,813.16,Paid,Business
INV001147,SUB00102,CUST0102,2024-10-01,2024-10,813.16,813.16,Paid,Business
INV001148,SUB00102,CUST0102,2024-11-01,2024-11,813.16,0.0,Failed,Business
INV001149,SUB00102,CUST0102,2024-12-01,2024-12,813.16,813.16,Paid,Business
INV001150,SUB00103,CUST0103,2023-08-01,2023-08,326.61,326.61,Paid,Growth
INV001151,SUB00103,CUST0103,2023-09-01,2023-09,326.61,326.61,Paid,Growth
INV001152,SUB00103,CUST0103,2023-10-01,2023-10,326.61,326.61,Paid,Growth
INV001153,SUB00103,CUST0103,2023-11-01,2023-11,326.61,326.61,Paid,Growth
INV001154,SUB00103,CUST0103,2023-12-01,2023-12,326.61,326.61,Paid,Growth
INV001155,SUB00103,CUST0103,2024-01-01,2024-01,326.61,0.0,Failed,Growth
INV001156,SUB00103,CUST0103,2024-02-01,2024-02,326.61,326.61,Paid,Growth
INV001157,SUB00103,CUST0103,2024-03-01,2024-03,326.61,326.61,Paid,Growth
INV001158,SUB00103,CUST0103,2024-04-01,2024-04,326.61,0.0,Failed,Growth
INV001159,SUB00103,CUST0103,2024-05-01,2024-05,326.61,326.61,Paid,Growth
INV001160,SUB00103,CUST0103,2024-06-01,2024-06,326.61,326.61,Paid,Growth
INV001161,SUB00103,CUST0103,2024-07-01,2024-07,326.61,326.61,Paid,Growth
INV001162,SUB00103,CUST0103,2024-08-01,2024-08,326.61,326.61,Late,Growth
INV001163,SUB00103,CUST0103,2024-09-01,2024-09,326.61,326.61,Paid,Growth
INV001164,SUB00103,CUST0103,2024-10-01,2024-10,326.61,326.61,Late,Growth
INV001165,SUB00104,CUST0104,2023-08-01,2023-08,281.47,281.47,Late,Growth
INV001166,SUB00104,CUST0104,2023-09-01,2023-09,281.47,281.47,Paid,Growth
INV001167,SUB00104,CUST0104,2023-10-01,2023-10,281.47,0.0,Failed,Growth
INV001168,SUB00104,CUST0104,2023-11-01,2023-11,281.47,281.47,Paid,Growth
INV001169,SUB00104,CUST0104,2023-12-01,2023-12,281.47,281.47,Paid,Growth
INV001170,SUB00104,CUST0104,2024-01-01,2024-01,281.47,281.47,Paid,Growth
INV001171,SUB00104,CUST0104,2024-02-01,2024-02,281.47,281.47,Paid,Growth
INV001172,SUB00104,CUST0104,2024-03-01,2024-03,281.47,281.47,Paid,Growth
INV001173,SUB00104,CUST0104,2024-04-01,2024-04,281.47,281.47,Late,Growth
INV001174,SUB00104,CUST0104,2024-05-01,2024-05,281.47,281.47,Paid,Growth
INV001175,SUB00104,CUST0104,2024-06-01,2024-06,281.47,0.0,Failed,Growth
INV001176,SUB00104,CUST0104,2024-07-01,2024-07,281.47,281.47,Paid,Growth
INV001177,SUB00104,CUST0104,2024-08-01,2024-08,281.47,281.47,Paid,Growth
INV001178,SUB00104,CUST0104,2024-09-01,2024-09,281.47,281.47,Paid,Growth
INV001179,SUB00104,CUST0104,2024-10-01,2024-10,281.47,281.47,Late,Growth
INV001180,SUB00104,CUST0104,2024-11-01,2024-11,281.47,281.47,Paid,Growth
INV001181,SUB00104,CUST0104,2024-12-01,2024-12,281.47,281.47,Paid,Growth
INV001182,SUB00105,CUST0105,2024-12-01,2024-12,95.05,95.05,Paid,Starter
INV001183,SUB00106,CUST0106,2024-12-01,2024-12,278.93,278.93,Paid,Growth
INV001184,SUB00107,CUST0107,2024-04-01,2024-04,326.42,326.42,Paid,Growth
INV001185,SUB00107,CUST0107,2024-05-01,2024-05,326.42,326.42,Paid,Growth
INV001186,SUB00107,CUST0107,2024-06-01,2024-06,326.42,326.42,Paid,Growth
INV001187,SUB00107,CUST0107,2024-07-01,2024-07,326.42,326.42,Paid,Growth
INV001188,SUB00107,CUST0107,2024-08-01,2024-08,326.42,326.42,Paid,Growth
INV001189,SUB00107,CUST0107,2024-09-01,2024-09,326.42,326.42,Paid,Growth
INV001190,SUB00107,CUST0107,2024-10-01,2024-10,326.42,326.42,Paid,Growth
INV001191,SUB00108,CUST0108,2024-01-01,2024-01,292.76,292.76,Paid,Growth
INV001192,SUB00108,CUST0108,2024-02-01,2024-02,292.76,292.76,Paid,Growth
INV001193,SUB00108,CUST0108,2024-03-01,2024-03,292.76,292.76,Paid,Growth
INV001194,SUB00108,CUST0108,2024-04-01,2024-04,292.76,292.76,Paid,Growth
INV001195,SUB00108,CUST0108,2024-05-01,2024-05,292.76,292.76,Paid,Growth
INV001196,SUB00108,CUST0108,2024-06-01,2024-06,292.76,292.76,Paid,Growth
INV001197,SUB00108,CUST0108,2024-07-01,2024-07,292.76,292.76,Paid,Growth
INV001198,SUB00108,CUST0108,2024-08-01,2024-08,292.76,292.76,Paid,Growth
INV001199,SUB00108,CUST0108,2024-09-01,2024-09,292.76,292.76,Paid,Growth
INV001200,SUB00108,CUST0108,2024-10-01,2024-10,292.76,292.76,Late,Growth
INV001201,SUB00108,CUST0108,2024-11-01,2024-11,292.76,0.0,Failed,Growth
INV001202,SUB00108,CUST0108,2024-12-01,2024-12,292.76,292.76,Paid,Growth
INV001203,SUB00109,CUST0109,2023-07-01,2023-07,93.35,93.35,Paid,Starter
INV001204,SUB00109,CUST0109,2023-08-01,2023-08,93.35,93.35,Paid,Starter
INV001205,SUB00109,CUST0109,2023-09-01,2023-09,93.35,93.35,Paid,Starter
INV001206,SUB00109,CUST0109,2023-10-01,2023-10,93.35,93.35,Paid,Starter
INV001207,SUB00109,CUST0109,2023-11-01,2023-11,93.35,93.35,Paid,Starter
INV001208,SUB00109,CUST0109,2023-12-01,2023-12,93.35,93.35,Paid,Starter
INV001209,SUB00109,CUST0109,2024-01-01,2024-01,93.35,93.35,Paid,Starter
INV001210,SUB00109,CUST0109,2024-02-01,2024-02,93.35,93.35,Paid,Starter
INV001211,SUB00109,CUST0109,2024-03-01,2024-03,93.35,93.35,Paid,Starter
INV001212,SUB00109,CUST0109,2024-04-01,2024-04,93.35,93.35,Paid,Starter
INV001213,SUB00109,CUST0109,2024-05-01,2024-05,93.35,93.35,Paid,Starter
INV001214,SUB00109,CUST0109,2024-06-01,2024-06,93.35,93.35,Paid,Starter
INV001215,SUB00109,CUST0109,2024-07-01,2024-07,93.35,93.35,Paid,Starter
INV001216,SUB00109,CUST0109,2024-08-01,2024-08,93.35,93.35,Paid,Starter
INV001217,SUB00109,CUST0109,2024-09-01,2024-09,93.35,93.35,Paid,Starter
INV001218,SUB00109,CUST0109,2024-10-01,2024-10,93.35,93.35,Paid,Starter
INV001219,SUB00109,CUST0109,2024-11-01,2024-11,93.35,93.35,Paid,Starter
INV001220,SUB00109,CUST0109,2024-12-01,2024-12,93.35,93.35,Paid,Starter
INV001221,SUB00110,CUST0110,2024-04-01,2024-04,804.89,804.89,Paid,Business
INV001222,SUB00110,CUST0110,2024-05-01,2024-05,804.89,804.89,Paid,Business
INV001223,SUB00110,CUST0110,2024-06-01,2024-06,804.89,804.89,Paid,Business
INV001224,SUB00110,CUST0110,2024-07-01,2024-07,804.89,804.89,Paid,Business
INV001225,SUB00110,CUST0110,2024-08-01,2024-08,804.89,804.89,Paid,Business
INV001226,SUB00110,CUST0110,2024-09-01,2024-09,804.89,804.89,Paid,Business
INV001227,SUB00110,CUST0110,2024-10-01,2024-10,804.89,804.89,Paid,Business
INV001228,SUB00110,CUST0110,2024-11-01,2024-11,804.89,804.89,Paid,Business
INV001229,SUB00110,CUST0110,2024-12-01,2024-12,804.89,804.89,Paid,Business
INV001230,SUB00111,CUST0111,2024-08-01,2024-08,326.86,326.86,Paid,Growth
INV001231,SUB00111,CUST0111,2024-09-01,2024-09,326.86,0.0,Failed,Growth
INV001232,SUB00111,CUST0111,2024-10-01,2024-10,326.86,326.86,Paid,Growth
INV001233,SUB00111,CUST0111,2024-11-01,2024-11,326.86,326.86,Paid,Growth
INV001234,SUB00111,CUST0111,2024-12-01,2024-12,326.86,326.86,Late,Growth
INV001235,SUB00112,CUST0112,2023-07-01,2023-07,98.17,98.17,Paid,Starter
INV001236,SUB00112,CUST0112,2023-08-01,2023-08,98.17,98.17,Paid,Starter
INV001237,SUB00112,CUST0112,2023-09-01,2023-09,98.17,98.17,Paid,Starter
INV001238,SUB00112,CUST0112,2023-10-01,2023-10,98.17,98.17,Paid,Starter
INV001239,SUB00112,CUST0112,2023-11-01,2023-11,98.17,98.17,Paid,Starter
INV001240,SUB00112,CUST0112,2023-12-01,2023-12,98.17,98.17,Paid,Starter
INV001241,SUB00112,CUST0112,2024-01-01,2024-01,98.17,98.17,Paid,Starter
INV001242,SUB00112,CUST0112,2024-02-01,2024-02,98.17,98.17,Paid,Starter
INV001243,SUB00112,CUST0112,2024-03-01,2024-03,98.17,98.17,Late,Starter
INV001244,SUB00112,CUST0112,2024-04-01,2024-04,98.17,98.17,Paid,Starter
INV001245,SUB00112,CUST0112,2024-05-01,2024-05,98.17,98.17,Paid,Starter
INV001246,SUB00112,CUST0112,2024-06-01,2024-06,98.17,98.17,Paid,Starter
INV001247,SUB00112,CUST0112,2024-07-01,2024-07,98.17,98.17,Paid,Starter
INV001248,SUB00112,CUST0112,2024-08-01,2024-08,98.17,98.17,Paid,Starter
INV001249,SUB00113,CUST0113,2023-05-01,2023-05,274.17,274.17,Paid,Growth
INV001250,SUB00113,CUST0113,2023-06-01,2023-06,274.17,274.17,Paid,Growth
INV001251,SUB00113,CUST0113,2023-07-01,2023-07,274.17,274.17,Paid,Growth
INV001252,SUB00113,CUST0113,2023-08-01,2023-08,274.17,274.17,Paid,Growth
INV001253,SUB00113,CUST0113,2023-09-01,2023-09,274.17,274.17,Paid,Growth
INV001254,SUB00113,CUST0113,2023-10-01,2023-10,274.17,274.17,Paid,Growth
INV001255,SUB00113,CUST0113,2023-11-01,2023-11,274.17,274.17,Paid,Growth
INV001256,SUB00114,CUST0114,2024-08-01,2024-08,91.9,91.9,Paid,Starter
INV001257,SUB00114,CUST0114,2024-09-01,2024-09,91.9,91.9,Paid,Starter
INV001258,SUB00114,CUST0114,2024-10-01,2024-10,91.9,91.9,Paid,Starter
INV001259,SUB00114,CUST0114,2024-11-01,2024-11,91.9,91.9,Paid,Starter
INV001260,SUB00114,CUST0114,2024-12-01,2024-12,91.9,91.9,Paid,Starter
INV001261,SUB00115,CUST0115,2023-03-01,2023-03,301.24,301.24,Paid,Growth
INV001262,SUB00115,CUST0115,2023-04-01,2023-04,301.24,301.24,Paid,Growth
INV001263,SUB00115,CUST0115,2023-05-01,2023-05,301.24,301.24,Late,Growth
INV001264,SUB00115,CUST0115,2023-06-01,2023-06,301.24,301.24,Paid,Growth
INV001265,SUB00115,CUST0115,2023-07-01,2023-07,301.24,301.24,Paid,Growth
INV001266,SUB00115,CUST0115,2023-08-01,2023-08,301.24,301.24,Paid,Growth
INV001267,SUB00115,CUST0115,2023-09-01,2023-09,301.24,301.24,Paid,Growth
INV001268,SUB00115,CUST0115,2023-10-01,2023-10,301.24,0.0,Failed,Growth
INV001269,SUB00115,CUST0115,2023-11-01,2023-11,301.24,301.24,Paid,Growth
INV001270,SUB00115,CUST0115,2023-12-01,2023-12,301.24,301.24,Paid,Growth
INV001271,SUB00115,CUST0115,2024-01-01,2024-01,301.24,301.24,Paid,Growth
INV001272,SUB00115,CUST0115,2024-02-01,2024-02,301.24,301.24,Paid,Growth
INV001273,SUB00115,CUST0115,2024-03-01,2024-03,301.24,301.24,Paid,Growth
INV001274,SUB00115,CUST0115,2024-04-01,2024-04,301.24,301.24,Paid,Growth
INV001275,SUB00115,CUST0115,2024-05-01,2024-05,301.24,0.0,Failed,Growth
INV001276,SUB00115,CUST0115,2024-06-01,2024-06,301.24,301.24,Paid,Growth
INV001277,SUB00115,CUST0115,2024-07-01,2024-07,301.24,301.24,Paid,Growth
INV001278,SUB00115,CUST0115,2024-08-01,2024-08,301.24,301.24,Paid,Growth
INV001279,SUB00115,CUST0115,2024-09-01,2024-09,301.24,301.24,Paid,Growth
INV001280,SUB00115,CUST0115,2024-10-01,2024-10,301.24,301.24,Paid,Growth
INV001281,SUB00115,CUST0115,2024-11-01,2024-11,301.24,301.24,Paid,Growth
INV001282,SUB00115,CUST0115,2024-12-01,2024-12,301.24,301.24,Paid,Growth
INV001283,SUB00116,CUST0116,2024-07-01,2024-07,74.24,74.24,Paid,Starter
INV001284,SUB00116,CUST0116,2024-08-01,2024-08,74.24,74.24,Paid,Starter
INV001285,SUB00116,CUST0116,2024-09-01,2024-09,74.24,74.24,Paid,Starter
INV001286,SUB00116,CUST0116,2024-10-01,2024-10,74.24,74.24,Paid,Starter
INV001287,SUB00116,CUST0116,2024-11-01,2024-11,74.24,74.24,Paid,Starter
INV001288,SUB00116,CUST0116,2024-12-01,2024-12,74.24,74.24,Paid,Starter
INV001289,SUB00117,CUST0117,2023-01-01,2023-01,280.77,280.77,Late,Growth
INV001290,SUB00117,CUST0117,2023-02-01,2023-02,280.77,280.77,Paid,Growth
INV001291,SUB00117,CUST0117,2023-03-01,2023-03,280.77,280.77,Paid,Growth
INV001292,SUB00117,CUST0117,2023-04-01,2023-04,280.77,280.77,Paid,Growth
INV001293,SUB00117,CUST0117,2023-05-01,2023-05,280.77,280.77,Paid,Growth
INV001294,SUB00117,CUST0117,2023-06-01,2023-06,280.77,280.77,Paid,Growth
INV001295,SUB00117,CUST0117,2023-07-01,2023-07,280.77,280.77,Paid,Growth
INV001296,SUB00117,CUST0117,2023-08-01,2023-08,280.77,280.77,Paid,Growth
INV001297,SUB00117,CUST0117,2023-09-01,2023-09,280.77,280.77,Paid,Growth
INV001298,SUB00117,CUST0117,2023-10-01,2023-10,280.77,280.77,Paid,Growth
INV001299,SUB00117,CUST0117,2023-11-01,2023-11,280.77,280.77,Paid,Growth
INV001300,SUB00117,CUST0117,2023-12-01,2023-12,280.77,280.77,Paid,Growth
INV001301,SUB00117,CUST0117,2024-01-01,2024-01,280.77,280.77,Paid,Growth
INV001302,SUB00117,CUST0117,2024-02-01,2024-02,280.77,280.77,Paid,Growth
INV001303,SUB00117,CUST0117,2024-03-01,2024-03,280.77,280.77,Paid,Growth
INV001304,SUB00117,CUST0117,2024-04-01,2024-04,280.77,280.77,Paid,Growth
INV001305,SUB00117,CUST0117,2024-05-01,2024-05,280.77,280.77,Paid,Growth
INV001306,SUB00117,CUST0117,2024-06-01,2024-06,280.77,280.77,Paid,Growth
INV001307,SUB00117,CUST0117,2024-07-01,2024-07,280.77,280.77,Paid,Growth
INV001308,SUB00117,CUST0117,2024-08-01,2024-08,280.77,280.77,Paid,Growth
INV001309,SUB00117,CUST0117,2024-09-01,2024-09,280.77,280.77,Paid,Growth
INV001310,SUB00117,CUST0117,2024-10-01,2024-10,280.77,280.77,Paid,Growth
INV001311,SUB00117,CUST0117,2024-11-01,2024-11,280.77,280.77,Paid,Growth
INV001312,SUB00117,CUST0117,2024-12-01,2024-12,280.77,280.77,Paid,Growth
INV001313,SUB00118,CUST0118,2024-01-01,2024-01,280.41,280.41,Late,Growth
INV001314,SUB00118,CUST0118,2024-02-01,2024-02,280.41,280.41,Paid,Growth
INV001315,SUB00118,CUST0118,2024-03-01,2024-03,280.41,280.41,Paid,Growth
INV001316,SUB00118,CUST0118,2024-04-01,2024-04,280.41,280.41,Paid,Growth
INV001317,SUB00118,CUST0118,2024-05-01,2024-05,280.41,280.41,Paid,Growth
INV001318,SUB00118,CUST0118,2024-06-01,2024-06,280.41,280.41,Paid,Growth
INV001319,SUB00118,CUST0118,2024-07-01,2024-07,280.41,280.41,Paid,Growth
INV001320,SUB00118,CUST0118,2024-08-01,2024-08,280.41,280.41,Paid,Growth
INV001321,SUB00118,CUST0118,2024-09-01,2024-09,280.41,280.41,Late,Growth
INV001322,SUB00118,CUST0118,2024-10-01,2024-10,280.41,280.41,Paid,Growth
INV001323,SUB00118,CUST0118,2024-11-01,2024-11,280.41,280.41,Paid,Growth
INV001324,SUB00118,CUST0118,2024-12-01,2024-12,280.41,280.41,Paid,Growth
INV001325,SUB00119,CUST0119,2024-04-01,2024-04,89.75,89.75,Paid,Starter
INV001326,SUB00119,CUST0119,2024-05-01,2024-05,89.75,89.75,Paid,Starter
INV001327,SUB00119,CUST0119,2024-06-01,2024-06,89.75,89.75,Late,Starter
INV001328,SUB00119,CUST0119,2024-07-01,2024-07,89.75,89.75,Paid,Starter
INV001329,SUB00119,CUST0119,2024-08-01,2024-08,89.75,89.75,Paid,Starter
INV001330,SUB00119,CUST0119,2024-09-01,2024-09,89.75,89.75,Paid,Starter
INV001331,SUB00119,CUST0119,2024-10-01,2024-10,89.75,89.75,Paid,Starter
INV001332,SUB00119,CUST0119,2024-11-01,2024-11,89.75,89.75,Paid,Starter
INV001333,SUB00119,CUST0119,2024-12-01,2024-12,89.75,89.75,Paid,Starter
INV001334,SUB00120,CUST0120,2024-06-01,2024-06,798.25,798.25,Paid,Business
INV001335,SUB00120,CUST0120,2024-07-01,2024-07,798.25,0.0,Failed,Business
INV001336,SUB00120,CUST0120,2024-08-01,2024-08,798.25,798.25,Paid,Business
INV001337,SUB00120,CUST0120,2024-09-01,2024-09,798.25,0.0,Failed,Business
INV001338,SUB00120,CUST0120,2024-10-01,2024-10,798.25,798.25,Paid,Business
INV001339,SUB00120,CUST0120,2024-11-01,2024-11,798.25,798.25,Paid,Business
INV001340,SUB00120,CUST0120,2024-12-01,2024-12,798.25,798.25,Paid,Business
INV001341,SUB00121,CUST0121,2023-01-01,2023-01,2015.81,2015.81,Paid,Enterprise
INV001342,SUB00121,CUST0121,2023-02-01,2023-02,2015.81,2015.81,Paid,Enterprise
INV001343,SUB00121,CUST0121,2023-03-01,2023-03,2015.81,2015.81,Paid,Enterprise
INV001344,SUB00121,CUST0121,2023-04-01,2023-04,2015.81,2015.81,Paid,Enterprise
INV001345,SUB00121,CUST0121,2023-05-01,2023-05,2015.81,2015.81,Paid,Enterprise
INV001346,SUB00121,CUST0121,2023-06-01,2023-06,2015.81,2015.81,Paid,Enterprise
INV001347,SUB00121,CUST0121,2023-07-01,2023-07,2015.81,0.0,Failed,Enterprise
INV001348,SUB00121,CUST0121,2023-08-01,2023-08,2015.81,2015.81,Paid,Enterprise
INV001349,SUB00121,CUST0121,2023-09-01,2023-09,2015.81,2015.81,Paid,Enterprise
INV001350,SUB00121,CUST0121,2023-10-01,2023-10,2015.81,2015.81,Paid,Enterprise
INV001351,SUB00121,CUST0121,2023-11-01,2023-11,2015.81,2015.81,Paid,Enterprise
INV001352,SUB00121,CUST0121,2023-12-01,2023-12,2015.81,2015.81,Paid,Enterprise
INV001353,SUB00121,CUST0121,2024-01-01,2024-01,2015.81,2015.81,Paid,Enterprise
INV001354,SUB00121,CUST0121,2024-02-01,2024-02,2015.81,2015.81,Paid,Enterprise
INV001355,SUB00121,CUST0121,2024-03-01,2024-03,2015.81,2015.81,Paid,Enterprise
INV001356,SUB00121,CUST0121,2024-04-01,2024-04,2015.81,2015.81,Paid,Enterprise
INV001357,SUB00121,CUST0121,2024-05-01,2024-05,2015.81,2015.81,Paid,Enterprise
INV001358,SUB00121,CUST0121,2024-06-01,2024-06,2015.81,2015.81,Paid,Enterprise
INV001359,SUB00121,CUST0121,2024-07-01,2024-07,2015.81,2015.81,Late,Enterprise
INV001360,SUB00121,CUST0121,2024-08-01,2024-08,2015.81,2015.81,Paid,Enterprise
INV001361,SUB00121,CUST0121,2024-09-01,2024-09,2015.81,2015.81,Paid,Enterprise
INV001362,SUB00121,CUST0121,2024-10-01,2024-10,2015.81,2015.81,Paid,Enterprise
INV001363,SUB00121,CUST0121,2024-11-01,2024-11,2015.81,2015.81,Paid,Enterprise
INV001364,SUB00121,CUST0121,2024-12-01,2024-12,2015.81,2015.81,Paid,Enterprise
INV001365,SUB00122,CUST0122,2023-06-01,2023-06,313.11,313.11,Paid,Growth
INV001366,SUB00122,CUST0122,2023-07-01,2023-07,313.11,313.11,Paid,Growth
INV001367,SUB00122,CUST0122,2023-08-01,2023-08,313.11,313.11,Paid,Growth
INV001368,SUB00122,CUST0122,2023-09-01,2023-09,313.11,313.11,Paid,Growth
INV001369,SUB00122,CUST0122,2023-10-01,2023-10,313.11,313.11,Paid,Growth
INV001370,SUB00122,CUST0122,2023-11-01,2023-11,313.11,313.11,Paid,Growth
INV001371,SUB00122,CUST0122,2023-12-01,2023-12,313.11,313.11,Paid,Growth
INV001372,SUB00122,CUST0122,2024-01-01,2024-01,313.11,313.11,Paid,Growth
INV001373,SUB00122,CUST0122,2024-02-01,2024-02,313.11,313.11,Paid,Growth
INV001374,SUB00122,CUST0122,2024-03-01,2024-03,313.11,313.11,Paid,Growth
INV001375,SUB00122,CUST0122,2024-04-01,2024-04,313.11,313.11,Paid,Growth
INV001376,SUB00122,CUST0122,2024-05-01,2024-05,313.11,313.11,Paid,Growth
INV001377,SUB00122,CUST0122,2024-06-01,2024-06,313.11,313.11,Paid,Growth
INV001378,SUB00122,CUST0122,2024-07-01,2024-07,313.11,313.11,Paid,Growth
INV001379,SUB00122,CUST0122,2024-08-01,2024-08,313.11,313.11,Paid,Growth
INV001380,SUB00122,CUST0122,2024-09-01,2024-09,313.11,313.11,Paid,Growth
INV001381,SUB00122,CUST0122,2024-10-01,2024-10,313.11,313.11,Paid,Growth
INV001382,SUB00122,CUST0122,2024-11-01,2024-11,313.11,313.11,Paid,Growth
INV001383,SUB00122,CUST0122,2024-12-01,2024-12,313.11,313.11,Paid,Growth
INV001384,SUB00123,CUST0123,2024-02-01,2024-02,95.55,95.55,Late,Starter
INV001385,SUB00123,CUST0123,2024-03-01,2024-03,95.55,95.55,Paid,Starter
INV001386,SUB00123,CUST0123,2024-04-01,2024-04,95.55,95.55,Paid,Starter
INV001387,SUB00123,CUST0123,2024-05-01,2024-05,95.55,95.55,Paid,Starter
INV001388,SUB00123,CUST0123,2024-06-01,2024-06,95.55,95.55,Paid,Starter
INV001389,SUB00123,CUST0123,2024-07-01,2024-07,95.55,95.55,Late,Starter
INV001390,SUB00123,CUST0123,2024-08-01,2024-08,95.55,95.55,Late,Starter
INV001391,SUB00123,CUST0123,2024-09-01,2024-09,95.55,95.55,Paid,Starter
INV001392,SUB00123,CUST0123,2024-10-01,2024-10,95.55,95.55,Paid,Starter
